model_name,model_year,sale_price,mileage,car_age,yearly_maint,maintenance_status,assigned_tier
"E Class",2019,26980,17556,7,1428,Minor,Premium
"E Class",2019,26980,14105,7,1428,Minor,Premium
"GLE Class",2016,33480,40129,10,1799,Major,Premium
"GLC Class",2016,27480,35782,10,1799,Major,Premium
"C Class",2017,24880,14843,9,1111,Minor,Standard
"E Class",2016,19480,19448,10,1799,Major,Premium
"E Class",2017,18480,44316,9,1666,Minor,Premium
"GLC Class",2016,26780,33294,10,1799,Major,Premium
"S Class",2017,46980,13112,9,2406,Minor,Luxury
"GLC Class",2016,29480,15772,10,1799,Major,Premium
"A Class",2018,21480,10048,8,686,Major,Economy
"GLE Class",2015,26680,30155,11,1943,Minor,Premium
"C Class",2019,30980,4288,7,952,Minor,Standard
"C Class",2019,35980,1844,7,952,Minor,Standard
"C Class",2019,32980,16,7,952,Minor,Standard
"C Class",2019,36980,9,7,952,Minor,Standard
"C Class",2019,29480,3999,7,952,Minor,Standard
"GLA Class",2016,19380,23979,10,800,Major,Economy
"GLC Class",2019,37980,16,7,1428,Minor,Premium
"E Class",2019,46980,9,7,1428,Minor,Premium
"C Class",2019,27000,3689,7,952,Minor,Standard
"E Class",2019,35980,9,7,1428,Minor,Premium
"C Class",2016,20500,17410,10,1199,Major,Standard
"E Class",2019,34980,4196,7,1428,Minor,Premium
"C Class",2019,67980,3456,7,952,Minor,Standard
"A Class",2019,24480,16,7,635,Minor,Economy
"C Class",2019,31980,9,7,952,Minor,Standard
"A Class",2019,22980,9,7,635,Minor,Economy
"GLE Class",2019,49980,23479,7,1428,Minor,Premium
"C Class",2019,30980,16,7,952,Minor,Standard
"GLC Class",2020,33980,16,6,1322,Major,Premium
"E Class",2017,23480,18444,9,1666,Minor,Premium
"E Class",2017,22480,24723,9,1666,Minor,Premium
"C Class",2019,24980,6784,7,952,Minor,Standard
"C Class",2019,24980,5453,7,952,Minor,Standard
"C Class",2019,26500,3341,7,952,Minor,Standard
"C Class",2019,24000,5207,7,952,Minor,Standard
"GLE Class",2017,30980,17722,9,1666,Minor,Premium
"C Class",2015,16480,41349,11,1295,Minor,Standard
"GLA Class",2017,18780,36640,9,740,Minor,Economy
"C Class",2017,19980,16624,9,1111,Minor,Standard
"E Class",2019,26980,15180,7,1428,Minor,Premium
"E Class",2019,25780,9853,7,1428,Minor,Premium
"C Class",2017,17980,32259,9,1111,Minor,Standard
"E Class",2018,32480,9679,8,1542,Major,Premium
"C Class",2019,28480,4665,7,952,Minor,Standard
"B Class",2019,27480,7586,7,635,Minor,Economy
SLK,2015,16480,27877,11,1295,Minor,Standard
"GLC Class",2016,25980,37876,10,1799,Major,Premium
"SL CLASS",2016,19480,38303,10,2599,Major,Luxury
"GLC Class",2020,43980,16,6,1322,Major,Premium
"C Class",2019,20980,11412,7,952,Minor,Standard
"GLA Class",2016,19980,32465,10,800,Major,Economy
"C Class",2019,19980,15057,7,952,Minor,Standard
"A Class",2018,23780,7939,8,686,Major,Economy
"C Class",2018,29480,8228,8,1028,Major,Standard
"GLA Class",2018,25480,12695,8,686,Major,Economy
"GLA Class",2018,25480,11102,8,686,Major,Economy
"GLA Class",2018,25480,11561,8,686,Major,Economy
"GLA Class",2018,25480,17123,8,686,Major,Economy
"C Class",2017,45480,11018,9,1111,Minor,Standard
"C Class",2020,32980,9,6,882,Major,Standard
"E Class",2020,39980,1096,6,1322,Major,Premium
"C Class",2019,36980,16,7,952,Minor,Standard
"C Class",2019,36980,16,7,952,Minor,Standard
"C Class",2016,20780,31246,10,1199,Major,Standard
"E Class",2018,23480,10729,8,1542,Major,Premium
"GLA Class",2016,20480,19294,10,800,Major,Economy
"GLC Class",2018,26980,10266,8,1542,Major,Premium
"E Class",2017,22480,40239,9,1666,Minor,Premium
"GLE Class",2016,35980,39056,10,1799,Major,Premium
"GLE Class",2019,57980,3999,7,1428,Minor,Premium
"C Class",2019,33980,9,7,952,Minor,Standard
"C Class",2019,31980,9,7,952,Minor,Standard
"M Class",2015,23480,46049,11,1943,Minor,Premium
"C Class",2019,27500,5866,7,952,Minor,Standard
"C Class",2019,26000,9180,7,952,Minor,Standard
"GLE Class",2017,39980,23321,9,1666,Minor,Premium
"C Class",2019,31980,16,7,952,Minor,Standard
"A Class",2019,20480,10859,7,635,Minor,Economy
"CL Class",2019,26980,13947,7,2063,Minor,Luxury
"CL Class",2019,26980,12790,7,2063,Minor,Luxury
"B Class",2018,20000,9723,8,686,Major,Economy
"E Class",2018,30980,6951,8,1542,Major,Premium
"E Class",2018,31480,11958,8,1542,Major,Premium
"E Class",2018,30980,7578,8,1542,Major,Premium
"B Class",2019,22500,13491,7,635,Minor,Economy
"GLS Class",2019,47980,11584,7,2063,Minor,Luxury
"GLC Class",2019,29480,11495,7,1428,Minor,Premium
"E Class",2019,27980,3823,7,1428,Minor,Premium
"A Class",2019,19980,14430,7,635,Minor,Economy
"A Class",2019,22980,14814,7,635,Minor,Economy
"C Class",2019,29980,9227,7,952,Minor,Standard
"A Class",2019,20980,8655,7,635,Minor,Economy
"E Class",2017,19980,38193,9,1666,Minor,Premium
"CLS Class",2017,21480,30427,9,1666,Minor,Premium
"C Class",2017,17280,42294,9,1111,Minor,Standard
"CLS Class",2018,34480,16432,8,1542,Major,Premium
"C Class",2019,27980,14742,7,952,Minor,Standard
"C Class",2019,28980,10696,7,952,Minor,Standard
"C Class",2019,20980,14208,7,952,Minor,Standard
"C Class",2019,20980,14694,7,952,Minor,Standard
"C Class",2019,20980,13137,7,952,Minor,Standard
"GLE Class",2018,32480,14597,8,1542,Major,Premium
"E Class",2019,32480,8939,7,1428,Minor,Premium
"GLC Class",2019,31480,12365,7,1428,Minor,Premium
"GLC Class",2019,30480,9736,7,1428,Minor,Premium
"C Class",2018,25480,9830,8,1028,Major,Standard
"GLE Class",2017,29480,27252,9,1666,Minor,Premium
"C Class",2019,29480,11064,7,952,Minor,Standard
"B Class",2019,22480,14791,7,635,Minor,Economy
"C Class",2019,27000,10368,7,952,Minor,Standard
"GLC Class",2020,41980,1120,6,1322,Major,Premium
"E Class",2019,25780,10171,7,1428,Minor,Premium
"E Class",2020,44980,9,6,1322,Major,Premium
"C Class",2017,15980,34692,9,1111,Minor,Standard
"A Class",2019,25980,200,7,635,Minor,Economy
"GLC Class",2020,62480,3999,6,1322,Major,Premium
"GLC Class",2019,37980,3999,7,1428,Minor,Premium
"GLC Class",2020,39980,3999,6,1322,Major,Premium
"CL Class",2019,26980,3730,7,2063,Minor,Luxury
"E Class",2019,33980,12928,7,1428,Minor,Premium
"E Class",2019,28980,13504,7,1428,Minor,Premium
"E Class",2019,28980,10156,7,1428,Minor,Premium
"C Class",2019,25980,8999,7,952,Minor,Standard
"C Class",2019,25980,11412,7,952,Minor,Standard
"C Class",2019,26000,5046,7,952,Minor,Standard
"C Class",2019,23780,14663,7,952,Minor,Standard
"C Class",2019,25000,13169,7,952,Minor,Standard
"E Class",2019,27980,11085,7,1428,Minor,Premium
"E Class",2019,24480,11998,7,1428,Minor,Premium
"S Class",2019,79980,5000,7,2063,Minor,Luxury
"A Class",2019,21980,4015,7,635,Minor,Economy
"A Class",2020,23980,287,6,588,Major,Economy
"A Class",2020,25980,942,6,588,Major,Economy
"CLS Class",2019,35980,7444,7,1428,Minor,Premium
"C Class",2019,19980,14307,7,952,Minor,Standard
"A Class",2019,18480,17551,7,635,Minor,Economy
"GLA Class",2019,21980,12265,7,635,Minor,Economy
"GLC Class",2019,28480,5981,7,1428,Minor,Premium
"GLA Class",2018,22480,17392,8,686,Major,Economy
"E Class",2018,31480,5317,8,1542,Major,Premium
"A Class",2019,20480,10247,7,635,Minor,Economy
"C Class",2018,27980,13199,8,1028,Major,Standard
"GLE Class",2016,26980,35162,10,1799,Major,Premium
"E Class",2017,23480,16635,9,1666,Minor,Premium
"E Class",2017,24480,17636,9,1666,Minor,Premium
"B Class",2018,16480,3295,8,686,Major,Economy
"E Class",2019,30980,4831,7,1428,Minor,Premium
"C Class",2019,29980,4616,7,952,Minor,Standard
"E Class",2019,38480,136,7,1428,Minor,Premium
"SL CLASS",2019,49480,6116,7,2063,Minor,Luxury
"E Class",2019,25980,10778,7,1428,Minor,Premium
"B Class",2019,18000,4429,7,635,Minor,Economy
"CLS Class",2016,23480,31310,10,1799,Major,Premium
"E Class",2018,24480,12833,8,1542,Major,Premium
"C Class",2019,30980,3254,7,952,Minor,Standard
"C Class",2019,29980,6073,7,952,Minor,Standard
"C Class",2019,29980,9454,7,952,Minor,Standard
"C Class",2020,65980,3999,6,882,Major,Standard
"GLE Class",2020,48980,3999,6,1322,Major,Premium
"GLC Class",2020,39980,3999,6,1322,Major,Premium
"C Class",2019,29500,10939,7,952,Minor,Standard
"C Class",2019,29980,9782,7,952,Minor,Standard
"C Class",2019,26980,6584,7,952,Minor,Standard
"E Class",2019,45980,10491,7,1428,Minor,Premium
"A Class",2019,18480,17131,7,635,Minor,Economy
"C Class",2019,24480,13314,7,952,Minor,Standard
"GLA Class",2019,22480,12623,7,635,Minor,Economy
"GLE Class",2016,32480,18173,10,1799,Major,Premium
"GLA Class",2017,20480,26999,9,740,Minor,Economy
"E Class",2015,17980,25615,11,1943,Minor,Premium
"GLA Class",2017,19980,25912,9,740,Minor,Economy
"E Class",2017,20980,32106,9,1666,Minor,Premium
"GLE Class",2017,29480,28699,9,1666,Minor,Premium
"GLE Class",2017,27980,35393,9,1666,Minor,Premium
"GLC Class",2019,31480,9807,7,1428,Minor,Premium
"GLC Class",2018,32480,11592,8,1542,Major,Premium
"CL Class",2019,29980,3999,7,2063,Minor,Luxury
"C Class",2019,28980,16543,7,952,Minor,Standard
"GLC Class",2019,31980,16212,7,1428,Minor,Premium
"A Class",2018,21780,11034,8,686,Major,Economy
"M Class",2015,24480,33059,11,1943,Minor,Premium
"GLC Class",2020,31980,3999,6,1322,Major,Premium
"GLC Class",2020,49980,3999,6,1322,Major,Premium
"GLC Class",2020,37980,3999,6,1322,Major,Premium
"GLE Class",2020,48980,3999,6,1322,Major,Premium
"C Class",2020,30980,3999,6,882,Major,Standard
"GLC Class",2019,37980,3999,7,1428,Minor,Premium
"CL Class",2020,27980,3999,6,1910,Major,Luxury
"C Class",2019,45980,2617,7,952,Minor,Standard
"GLE Class",2020,48980,3999,6,1322,Major,Premium
"C Class",2020,38980,3999,6,882,Major,Standard
"E Class",2019,25780,15854,7,1428,Minor,Premium
"C Class",2019,25980,13214,7,952,Minor,Standard
"C Class",2019,26980,7721,7,952,Minor,Standard
"E Class",2019,25480,5944,7,1428,Minor,Premium
"E Class",2019,25480,13885,7,1428,Minor,Premium
"C Class",2019,25980,13012,7,952,Minor,Standard
"E Class",2019,25480,14763,7,1428,Minor,Premium
"C Class",2018,21980,8024,8,1028,Major,Standard
"C Class",2019,31480,7524,7,952,Minor,Standard
"E Class",2019,29480,7859,7,1428,Minor,Premium
"C Class",2015,10700,58724,11,1295,Minor,Standard
"E Class",2014,13291,66416,12,2098,Major,Premium
"C Class",2018,23890,8194,8,1028,Major,Standard
"C Class",2017,18481,20179,9,1111,Minor,Standard
"C Class",2013,8751,91046,13,1511,Minor,Standard
"GLC Class",2018,29991,18976,8,1542,Major,Premium
"A Class",2013,11490,16139,13,1007,Minor,Economy
"E Class",2016,17990,16503,10,1799,Major,Premium
"A Class",2019,20990,15762,7,635,Minor,Economy
"A Class",2017,15718,32365,9,740,Minor,Economy
"C Class",2014,13390,43793,12,1399,Major,Standard
"GLE Class",2016,25340,34895,10,1799,Major,Premium
"A Class",2014,16860,20011,12,933,Major,Economy
"M Class",2014,18490,46556,12,2098,Major,Premium
"E Class",2016,14891,60787,10,1799,Major,Premium
"A Class",2017,12750,60294,9,740,Minor,Economy
"A Class",2019,18990,8831,7,635,Minor,Economy
"C Class",2014,15990,40997,12,1399,Major,Standard
"M Class",2013,15250,56164,13,2266,Minor,Premium
"CL Class",2015,13991,83245,11,2807,Minor,Luxury
"A Class",2017,15637,19733,9,740,Minor,Economy
"CLS Class",2013,11999,43393,13,2266,Minor,Premium
"C Class",2018,18999,24863,8,1028,Major,Standard
"CL Class",2015,16091,50500,11,2807,Minor,Luxury
"GLA Class",2014,16490,47550,12,933,Major,Economy
"C Class",2015,11500,42918,11,1295,Minor,Standard
"GLA Class",2015,16995,46073,11,864,Minor,Economy
"C Class",2018,22595,14389,8,1028,Major,Standard
"E Class",2017,32695,20000,9,1666,Minor,Premium
"A Class",2015,11195,42830,11,864,Minor,Economy
"A Class",2013,13595,48000,13,1007,Minor,Economy
"A Class",2019,20998,3720,7,635,Minor,Economy
"C Class",2014,10290,79216,12,1399,Major,Standard
"V Class",2018,29998,40479,8,1542,Major,Premium
SLK,2014,12998,32171,12,1399,Major,Standard
"GLA Class",2016,17117,15821,10,800,Major,Economy
"A Class",2018,20370,14729,8,686,Major,Economy
"A Class",2017,14500,53901,9,740,Minor,Economy
"B Class",2017,15282,22414,9,740,Minor,Economy
"C Class",2014,15894,33896,12,1399,Major,Standard
"GLC Class",2016,22994,54117,10,1799,Major,Premium
"C Class",2015,15495,37200,11,1295,Minor,Standard
"A Class",2014,11595,40000,12,933,Major,Economy
"GLC Class",2016,23500,20335,10,1799,Major,Premium
"A Class",2017,15000,34449,9,740,Minor,Economy
"C Class",2013,23000,43442,13,1511,Minor,Standard
"CLS Class",2014,14000,32757,12,2098,Major,Premium
"A Class",2018,26995,29724,8,686,Major,Economy
"A Class",2017,16565,18398,9,740,Minor,Economy
"V Class",2017,16990,49532,9,1666,Minor,Premium
"C Class",2015,14850,44458,11,1295,Minor,Standard
"A Class",2018,17291,17250,8,686,Major,Economy
"C Class",2014,11133,61616,12,1399,Major,Standard
"GLA Class",2016,16452,52485,10,800,Major,Economy
"C Class",2017,18990,37730,9,1111,Minor,Standard
"A Class",2014,13290,48621,12,933,Major,Economy
"CL Class",2017,18822,28650,9,2406,Minor,Luxury
"GLA Class",2015,14990,32028,11,864,Minor,Economy
"A Class",2018,15095,13000,8,686,Major,Economy
"A Class",2013,9995,74125,13,1007,Minor,Economy
"CL Class",2017,17820,5042,9,2406,Minor,Luxury
"GLE Class",2017,29998,23747,9,1666,Minor,Premium
"GLC Class",2017,27998,18983,9,1666,Minor,Premium
"GLC Class",2017,25998,30859,9,1666,Minor,Premium
"A Class",2017,13990,61647,9,740,Minor,Economy
"CL Class",2016,22990,6662,10,2599,Major,Luxury
"CL Class",2015,18170,16317,11,2807,Minor,Luxury
"A Class",2015,13046,43531,11,864,Minor,Economy
"CL Class",2016,17261,15583,10,2599,Major,Luxury
"GLA Class",2014,15490,46123,12,933,Major,Economy
"A Class",2019,25980,5666,7,635,Minor,Economy
"GLC Class",2019,59980,5036,7,1428,Minor,Premium
"V Class",2019,44980,16,7,1428,Minor,Premium
"GLC Class",2019,36980,2704,7,1428,Minor,Premium
"GLA Class",2019,26980,11937,7,635,Minor,Economy
"GLC Class",2020,49980,3999,6,1322,Major,Premium
"GLS Class",2020,76980,3999,6,1910,Major,Luxury
"GLC Class",2020,39980,3999,6,1322,Major,Premium
"GLC Class",2019,37980,3999,7,1428,Minor,Premium
"GLC Class",2020,35980,3999,6,1322,Major,Premium
"E Class",2015,17802,32533,11,1943,Minor,Premium
"V Class",2019,25000,100,7,1428,Minor,Premium
"V Class",2019,23750,19735,7,1428,Minor,Premium
"E Class",2017,22250,19225,9,1666,Minor,Premium
"GLE Class",2019,48980,6016,7,1428,Minor,Premium
"GLC Class",2019,32000,3917,7,1428,Minor,Premium
"GLC Class",2020,49980,3999,6,1322,Major,Premium
"GLE Class",2018,44980,8976,8,1542,Major,Premium
"S Class",2019,47980,10655,7,2063,Minor,Luxury
"E Class",2019,25780,14771,7,1428,Minor,Premium
"C Class",2018,22680,7470,8,1028,Major,Standard
"GLE Class",2019,49480,4468,7,1428,Minor,Premium
"GLS Class",2018,47980,5376,8,2228,Major,Luxury
"GLC Class",2017,25980,36276,9,1666,Minor,Premium
"CL Class",2016,14980,56245,10,2599,Major,Luxury
"CLS Class",2016,19980,44029,10,1799,Major,Premium
"GLE Class",2018,42980,6426,8,1542,Major,Premium
"E Class",2019,33480,4422,7,1428,Minor,Premium
"C Class",2019,20980,13645,7,952,Minor,Standard
"A Class",2019,22980,14983,7,635,Minor,Economy
"C Class",2019,24980,6539,7,952,Minor,Standard
"C Class",2019,25980,6206,7,952,Minor,Standard
"GLA Class",2018,25480,12695,8,686,Major,Economy
"C Class",2019,28480,2584,7,952,Minor,Standard
"C Class",2019,24980,4363,7,952,Minor,Standard
"C Class",2019,29980,9109,7,952,Minor,Standard
"B Class",2018,19480,7923,8,686,Major,Economy
"C Class",2019,28780,26075,7,952,Minor,Standard
SLK,2015,17480,31023,11,1295,Minor,Standard
"E Class",2015,17480,32093,11,1943,Minor,Premium
SLK,2016,15280,33534,10,1199,Major,Standard
"C Class",2016,18480,25996,10,1199,Major,Standard
"E Class",2019,25780,12994,7,1428,Minor,Premium
"C Class",2020,30480,16,6,882,Major,Standard
"C Class",2020,30480,16,6,882,Major,Standard
"E Class",2019,34980,6306,7,1428,Minor,Premium
"A Class",2019,24980,249,7,635,Minor,Economy
"C Class",2019,30480,249,7,952,Minor,Standard
"C Class",2019,31000,13,7,952,Minor,Standard
"GLE Class",2019,49980,2010,7,1428,Minor,Premium
"GLA Class",2018,23480,10312,8,686,Major,Economy
"CL Class",2017,30980,21831,9,2406,Minor,Luxury
"E Class",2018,29980,3421,8,1542,Major,Premium
"E Class",2014,14500,31117,12,2098,Major,Premium
"B Class",2013,7491,65514,13,1007,Minor,Economy
"E Class",2016,19402,18217,10,1799,Major,Premium
"M Class",2014,17050,73181,12,2098,Major,Premium
"A Class",2013,10090,45130,13,1007,Minor,Economy
"C Class",2018,22500,10514,8,1028,Major,Standard
"CLS Class",2018,33000,18559,8,1542,Major,Premium
"E Class",2018,29980,7806,8,1542,Major,Premium
"A Class",2019,19250,14666,7,635,Minor,Economy
"C Class",2018,27500,12234,8,1028,Major,Standard
"A Class",2019,23880,6515,7,635,Minor,Economy
"GLC Class",2019,30980,9469,7,1428,Minor,Premium
"E Class",2019,25780,14228,7,1428,Minor,Premium
"E Class",2019,24780,14277,7,1428,Minor,Premium
"GLE Class",2017,28980,34929,9,1666,Minor,Premium
"E Class",2019,24995,6308,7,1428,Minor,Premium
"A Class",2017,18495,15734,9,740,Minor,Economy
"C Class",2019,39995,9293,7,952,Minor,Standard
"GLC Class",2018,37900,17609,8,1542,Major,Premium
"C Class",2020,44995,250,6,882,Major,Standard
"GLE Class",2020,56995,4254,6,1322,Major,Premium
"C Class",2017,23995,33867,9,1111,Minor,Standard
"GLC Class",2019,27995,6563,7,1428,Minor,Premium
"GLE Class",2020,59995,4000,6,1322,Major,Premium
"E Class",2017,28995,27442,9,1666,Minor,Premium
"C Class",2017,16995,30256,9,1111,Minor,Standard
"SL CLASS",2020,39995,250,6,1910,Major,Luxury
"GLB Class",2020,39995,1912,6,882,Major,Standard
"GLE Class",2020,67495,1500,6,1322,Major,Premium
"GLA Class",2020,28995,250,6,588,Major,Economy
"B Class",2017,13995,27000,9,740,Minor,Economy
"A Class",2015,22995,37500,11,864,Minor,Economy
"GLE Class",2020,59995,3526,6,1322,Major,Premium
"CL Class",2018,19995,11225,8,2228,Major,Luxury
"B Class",2016,16495,11000,10,800,Major,Economy
"GLA Class",2014,14750,38261,12,933,Major,Economy
"A Class",2016,18995,26251,10,800,Major,Economy
"E Class",2017,20291,33729,9,1666,Minor,Premium
"A Class",2016,11999,51831,10,800,Major,Economy
"C Class",2015,14440,30380,11,1295,Minor,Standard
X-CLASS,2019,30991,8107,7,1428,Minor,Premium
X-CLASS,2019,25491,5981,7,1428,Minor,Premium
"V Class",2019,20391,18266,7,1428,Minor,Premium
"V Class",2020,24791,303,6,1322,Major,Premium
X-CLASS,2019,22995,10996,7,1428,Minor,Premium
"C Class",2019,26789,4680,7,952,Minor,Standard
"GLA Class",2015,16395,35445,11,864,Minor,Economy
"B Class",2017,16495,15578,9,740,Minor,Economy
"GLE Class",2016,39844,13087,10,1799,Major,Premium
"C Class",2014,20495,10,12,1399,Major,Standard
"GLA Class",2019,24995,7489,7,635,Minor,Economy
"E Class",2019,25495,14777,7,1428,Minor,Premium
"V Class",2019,40995,7415,7,1428,Minor,Premium
"C Class",2016,29995,33977,10,1199,Major,Standard
"C Class",2017,16495,30807,9,1111,Minor,Standard
"CL Class",2016,15498,75865,10,2599,Major,Luxury
"C Class",2016,19170,35620,10,1199,Major,Standard
"E Class",2016,18280,40184,10,1799,Major,Premium
"CL Class",2015,17707,29980,11,2807,Minor,Luxury
"C Class",2016,14057,21443,10,1199,Major,Standard
"A Class",2018,16130,18570,8,686,Major,Economy
"C Class",2018,21160,13800,8,1028,Major,Standard
X-CLASS,2018,27950,7968,8,1542,Major,Premium
"A Class",2016,15277,46473,10,800,Major,Economy
"CL Class",2016,19470,22893,10,2599,Major,Luxury
X-CLASS,2019,37891,303,7,1428,Minor,Premium
X-CLASS,2017,20995,44632,9,1666,Minor,Premium
"B Class",2017,17480,16345,9,740,Minor,Economy
"GLE Class",2019,49500,3644,7,1428,Minor,Premium
"GLA Class",2017,21980,8046,9,740,Minor,Economy
"A Class",2019,18480,18086,7,635,Minor,Economy
"C Class",2019,25980,11395,7,952,Minor,Standard
"A Class",2019,19480,10969,7,635,Minor,Economy
"C Class",2019,29000,5937,7,952,Minor,Standard
"E Class",2018,24000,5904,8,1542,Major,Premium
"A Class",2017,14295,25945,9,740,Minor,Economy
"C Class",2019,28995,5196,7,952,Minor,Standard
"C Class",2016,17998,6043,10,1199,Major,Standard
"E Class",2015,15998,21284,11,1943,Minor,Premium
"CLS Class",2016,19998,28925,10,1799,Major,Premium
"B Class",2019,20698,12244,7,635,Minor,Economy
"GLE Class",2018,39998,15711,8,1542,Major,Premium
"C Class",2016,19698,13115,10,1199,Major,Standard
"V Class",2018,21798,15323,8,1542,Major,Premium
"SL CLASS",2016,18498,26676,10,2599,Major,Luxury
"E Class",2017,20995,32497,9,1666,Minor,Premium
"A Class",2018,20995,14900,8,686,Major,Economy
"M Class",2015,23995,30657,11,1943,Minor,Premium
"A Class",2018,20999,8551,8,686,Major,Economy
"E Class",2019,25999,3900,7,1428,Minor,Premium
"C Class",2019,28999,6700,7,952,Minor,Standard
"GLC Class",2020,43995,4999,6,1322,Major,Premium
